CUI,SAB_x,SAB_y,STR,DEF
C0002892,CSP,DXP,"ANEMIA, PERNICIOUS",anemia due to poor intestinal absorption of vitamin B12 caused by defective production of intrinsic factor (a carrier protein) by the gastric mucosa.
C0002892,CHV,DXP,"ANEMIA, PERNICIOUS",a decrease in red blood cells that occurs when the body cannot absorb vitamin B12
C0002892,CHV,DXP,"ANEMIA, PERNICIOUS",a decrease in red blood cells that occurs when the body cannot absorb vitamin B12
C0002892,CHV,DXP,"ANEMIA, PERNICIOUS",a decrease in red blood cells that occurs when the body cannot absorb vitamin B12
C0002892,CHV,DXP,"ANEMIA, PERNICIOUS",a decrease in red blood cells that occurs when the body cannot absorb vitamin B12
C0002892,CHV,DXP,"ANEMIA, PERNICIOUS",a decrease in red blood cells that occurs when the body cannot absorb vitamin B12
C0002892,NCI,DXP,"ANEMIA, PERNICIOUS",Megaloblastic anemia caused by vitamin B-12 deficiency due to impaired absorption. The impaired absorption of vitamin B-12 is secondary to atrophic gastritis and loss of gastric parietal cells.
C0002895,MSH,DXP,"ANEMIA, SICKLE CELL","A disease characterized by chronic hemolytic anemia, episodic painful crises, and pathologic involvement of many organs. It is the clinical expression of homozygosity for hemoglobin S."
C0002895,CSP,DXP,"ANEMIA, SICKLE CELL","disease characterized by chronic hemolytic anemia, episodic painful crises, and pathologic involvement of many organs; the clinical expression of homozygosity for hemoglobin S."
C0002895,MEDLINEPLUS,DXP,"ANEMIA, SICKLE CELL","<h3>What is sickle cell disease (SCD)?</h3> <p>Sickle cell disease (SCD) is a group of inherited red blood cell disorders. If you have SCD, there is a problem with your hemoglobin. Hemoglobin is a protein in red blood cells that carries oxygen throughout the body. With SCD, the hemoglobin forms into stiff rods within the red blood cells. This changes the shape of the red blood cells. The cells are supposed to be disc-shaped, but this changes them into a crescent, or sickle, shape.</p> <p>The sickle-shaped cells are not flexible and cannot change shape easily. Many of them burst apart as they move through your blood vessels. The sickle cells usually only last 10 to 20 days, instead of the normal 90 to 120 days. Your body may have trouble making enough new cells to replace the ones that you lost. Because of this, you may not have enough red blood cells. This is a condition called <a href=""https://medlineplus.gov/anemia.html"">anemia</a>, and it can make you feel tired.</p> <p>The sickle-shaped cells can also stick to vessel walls, causing a blockage that slows or stops the flow of blood. When this happens, oxygen can't reach nearby tissues. The lack of oxygen can cause attacks of sudden, severe pain, called pain crises. These attacks can occur without warning. If you get one, you might need to go to the hospital for treatment.</p> <h3>What causes sickle cell disease (SCD)?</h3> <p>The cause of SCD is a defective gene, called a sickle cell gene. People with the disease are born with two sickle cell genes, one from each parent.</p> <p>If you are born with one sickle cell gene, it's called sickle cell trait. People with sickle cell trait are generally healthy, but they can pass the defective gene on to their children.</p> <h3>Who is at risk for sickle cell disease (SCD)?</h3> <p>In the United States, most of the people with SCD are African Americans:</p><ul> <li>About 1 in 13 African American babies is born with sickle cell trait</li> <li>About 1 in every 365 black children is born with sickle cell disease</li> </ul> <p>SCD also affects some people who come from Hispanic, southern European, Middle Eastern, or Asian Indian backgrounds.</p> <h3>What are the symptoms of sickle cell disease (SCD)?</h3> <p>People with SCD start to have signs of the disease during the first year of life, usually around 5 months of age. Early symptoms of SCD may include:</p><ul> <li>Painful swelling of the hands and feet</li> <li>Fatigue or fussiness from anemia</li> <li>A yellowish color of the skin (<a href=""https://medlineplus.gov/jaundice.html"">jaundice</a>) or the whites of the eyes (icterus)</li> </ul> <p>The effects of SCD vary from person to person and can change over time. Most of the signs and symptoms of SCD are related to complications of the disease. They may include severe pain, anemia, organ damage, and infections.</p> <h3>How is sickle cell disease (SCD) diagnosed?</h3> <p>A blood test can show if you have SCD or sickle cell trait. All states now test newborns as part of their screening programs, so treatment can begin early.</p> <p>People who are thinking about having children can have the test to find out how likely it is that their children will have SCD.</p> <p>Doctors can also diagnose SCD before a baby is born. That test uses a sample of amniotic fluid (the liquid in the sac surrounding the baby) or tissue taken from the placenta (the organ that brings oxygen and nutrients to the baby).</p> <h3>What are the treatments for sickle cell disease (SCD)?</h3> <p>The only cure for SCD is <a href=""https://medlineplus.gov/bonemarrowtransplantation.html"">bone marrow</a> or <a href=""https://medlineplus.gov/stemcells.html"">stem cell</a> transplantation. Because these transplants are risky and can have serious side effects, they are usually only used in children with severe SCD. For the transplant to work, the bone marrow must be a close match. Usually, the best donor is a brother or sister.</p> <p>There are treatments that can help relieve symptoms, lessen complications, and prolong life:</p><ul> <li><a href=""https://medlineplus.gov/antibiotics.html"">Antibiotics</a> to try to prevent infections in younger children</li> <li><a href=""https://medlineplus.gov/painrelievers.html"">Pain relievers</a> for acute or chronic pain</li> <li>Hydroxyurea, a medicine that has been shown to reduce or prevent several SCD complications. It increases the amount of fetal hemoglobin in the blood. This medicine is not right for everyone; talk to your health care provider about whether you should take it. This medicine is not safe during pregnancy.</li> <li><a href=""https://medlineplus.gov/childhoodvaccines.html"">Childhood vaccinations</a> to prevent infections</li> <li><a href=""https://medlineplus.gov/bloodtransfusionanddonation.html"">Blood transfusions</a> for severe anemia. If you have had some serious complications, such as a <a href=""https://medlineplus.gov/stroke.html"">stroke</a>, you may have transfusions to prevent more complications.</li> </ul> <p>There are other treatments for specific complications.</p> <p>To stay as healthy as possible, make sure that you get regular medical care, live a healthy lifestyle, and avoid situations that may set off a pain crisis.</p> <p class="""">NIH: National Heart, Lung, and Blood Institute</p>"
C0002895,ORPHANET,DXP,"ANEMIA, SICKLE CELL","A severe form of sickle cell disease (SCD) characterized by homozygosity for the sickle hemoglobin (HbS) gene and which acutely manifests with severe anemia, susceptibility to severe bacterial infections, and ischemic vasoocclusive accidents (VOA). It is a red cell disease of genetic origin which manifests with hemolytic disease and loss of red cell deformability leading to other occlusive events."
C0002895,NCI,DXP,"ANEMIA, SICKLE CELL",A blood disorder characterized by the appearance of sickle-shaped red blood cells and anemia.
C0002962,MSH,DXP,ANGINA PECTORIS,"The symptom of paroxysmal pain consequent to MYOCARDIAL ISCHEMIA usually of distinctive character, location and radiation. It is thought to be provoked by a transient stressful situation during which the oxygen requirements of the MYOCARDIUM exceed that supplied by the CORONARY CIRCULATION."
C0002962,CSP,DXP,ANGINA PECTORIS,recurring thoracic pain or discomfort which occurs when a part of the heart does not receive enough blood; usually caused by exertion or excitement.
C0002962,NCI,DXP,ANGINA PECTORIS,Paroxysms of chest pain due to reduced oxygen to the heart.
C0002962,CHV,DXP,ANGINA PECTORIS,chest pain caused by coronary heart disease
C0002962,CHV,DXP,ANGINA PECTORIS,chest pain caused by coronary heart disease
C0002962,CHV,DXP,ANGINA PECTORIS,chest pain caused by coronary heart disease
C0002962,CHV,DXP,ANGINA PECTORIS,chest pain caused by coronary heart disease
C0002962,CHV,DXP,ANGINA PECTORIS,chest pain caused by coronary heart disease
C0002962,CHV,DXP,ANGINA PECTORIS,chest pain caused by coronary heart disease
C0002962,CHV,DXP,ANGINA PECTORIS,chest pain caused by coronary heart disease
C0002962,CHV,DXP,ANGINA PECTORIS,chest pain caused by coronary heart disease
C0002962,CHV,DXP,ANGINA PECTORIS,chest pain caused by coronary heart disease
C0002962,CHV,DXP,ANGINA PECTORIS,chest pain caused by coronary heart disease
C0002962,CHV,DXP,ANGINA PECTORIS,chest pain caused by coronary heart disease
C0002962,CHV,DXP,ANGINA PECTORIS,chest pain caused by coronary heart disease
C0002962,MEDLINEPLUS,DXP,ANGINA PECTORIS,"<p>Angina is <a href=""https://medlineplus.gov/chestpain.html"">chest pain</a> or discomfort you feel when there is not enough blood flow to your heart muscle. Your heart muscle needs the oxygen that the blood carries. Angina may feel like pressure or a squeezing pain in your chest. It may feel like indigestion. You may also feel pain in your shoulders, arms, neck, jaw, or back. </p> <p>Angina is a symptom of <a href=""https://medlineplus.gov/coronaryarterydisease.html"">coronary artery disease</a> (CAD), the most common <a href=""https://medlineplus.gov/heartdiseases.html"">heart disease</a>. CAD happens when a sticky substance called plaque builds up in the arteries that supply blood to the heart, reducing blood flow.</p> <p>There are three types of angina:</p> <ul> <li>Stable angina is the most common type. It happens when the heart is working harder than usual. Stable angina has a regular pattern. Rest and medicines usually help.</li> <li>Unstable angina is the most dangerous. It does not follow a pattern and can happen without physical exertion. It does not go away with rest or medicine. It is a sign that you could have a heart attack soon.</li> <li>Variant angina is rare. It happens when you are resting. Medicines can help.</li> </ul> <p>Not all chest pain or discomfort is angina. If you have chest pain, you should see your health care provider.</p> <p class="""">NIH: National Heart, Lung, and Blood Institute</p>"
C0002962,HPO,DXP,ANGINA PECTORIS,Paroxysmal chest pain that occurs with exertion or stress and is related to myocardial ischemia. [HPO:probinson]
C0002963,MSH,DXP,PRINZMETAL VARIANT ANGINA,"A clinical syndrome characterized by the development of CHEST PAIN at rest with concomitant transient ST segment elevation in the ELECTROCARDIOGRAM, but with preserved exercise capacity."
C0002963,NCI,DXP,PRINZMETAL VARIANT ANGINA,"A variant form of angina pectoris caused by coronary artery vasospasm, usually occurring spontaneously and frequently associated with ST segment elevation."
C0002965,MSH,DXP,UNSTABLE ANGINA PECTORIS,"Precordial pain at rest, which may precede a MYOCARDIAL INFARCTION."
C0002965,NCI,DXP,UNSTABLE ANGINA PECTORIS,"Angina pectoris (or equivalent type of ischemic discomfort) which has recently changed in frequency, duration, intensity, or occurs at rest."
C0002986,MSH,DXP,FABRY'S DISEASE,"An X-linked inherited metabolic disease caused by a deficiency of lysosomal ALPHA-GALACTOSIDASE A. It is characterized by intralysosomal accumulation of globotriaosylceramide and other GLYCOSPHINGOLIPIDS in blood vessels throughout the body leading to multi-system complications including renal, cardiac, cerebrovascular, and skin disorders."
C0002986,NCI,DXP,FABRY'S DISEASE,"A rare X-linked inherited lysosomal storage disorder characterized by deficiency of the enzyme alpha-galactosidase A. It results in the accumulation of glycolipids in the blood vessels and tissues. Signs and symptoms include hypertension, cardiomyopathy, angiokeratomas, neuropathy, hypohidrosis, keratopathy, proteinuria, and renal failure."
